id	effectiveTime	active	moduleId	sourceId	destinationId	relationshipGroup	typeId	characteristicTypeId	modifierId
112021	20090731	1	900000000000207008	126013009	126037009	0	116680003	900000000000011006	900000000000451002
113027	20090731	1	900000000000207008	126062009	126013009	0	116680003	900000000000011006	900000000000451002
114022	20020131	0	900000000000207008	126063004	126064005	0	116680003	900000000000011006	900000000000451002
115023	20090731	1	900000000000207008	126065006	126066007	0	116680003	900000000000011006	900000000000451002
116024	20140131	1	900000000000207008	126068008	126067003	0	116680003	900000000000011006	900000000000451002
117026	20080731	1	900000000000207008	126069000	126067003	0	116680003	900000000000011006	900000000000451002
118020	20090731	1	900000000000207008	126070004	126067003	0	116680003	900000000000011006	900000000000451002
119028	20090731	1	900000000000207008	126071000	126067003	0	116680003	900000000000011006	900000000000451002
